Marital status,Daytime/evening attendance,Nationality,course_name,Previous qualification,Mother's qualification,Father's qualification,Gender,Age at enrollment,enrollement_year,Number of semesters,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,16,Agronomy,1,22,27,1,39,2021,5,6,0,0,6,2,11,16.2,0.3,-0.92,Dropout
2,1,20,Agronomy,1,22,27,1,35,2021,3,17,14,10.64285714,12,12,10.66666667,15.5,2.8,-4.06,Dropout
1,1,1,Social Service,1,22,20,1,32,2019,5,6,2,11,6,0,0,7.6,2.6,0.32,Dropout
1,1,8,Journalism and Communication,1,3,10,1,20,2018,5,6,6,16.83333333,6,6,16.66666667,8.9,1.4,3.51,Graduate
1,1,11,Tourism,1,22,27,1,36,2022,5,6,6,13.57142857,6,5,13.2,12.7,3.7,-1.7,Graduate
1,0,1,Management (evening attendance),12,23,14,1,34,2022,3,5,5,14.71428571,5,5,14.375,16.2,0.3,-0.92,Graduate
1,1,1,Advertising and Marketing Management,1,23,14,1,21,2019,3,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,0,19,Management (evening attendance),1,22,14,1,42,2018,5,5,1,10,5,1,11,13.9,-0.3,0.79,Dropout
1,1,1,Agronomy,12,22,14,1,25,2021,3,6,1,11,6,4,11.75,12.4,0.5,1.79,Dropout
1,1,1,Journalism and Communication,1,23,28,1,18,2021,5,6,1,11,6,0,0,8.9,1.4,3.51,Dropout
1,1,1,Journalism and Communication,1,13,28,1,18,2018,3,6,5,12,6,6,12.83333333,12.7,3.7,-1.7,Graduate
1,1,21,Social Service,1,23,14,1,19,2022,5,6,6,11.125,6,6,11.85714286,7.6,2.6,0.32,Graduate
1,1,19,Veterinary Nursing,1,3,14,1,34,2022,5,6,3,11.33333333,6,2,11.5,13.9,-0.3,0.79,Dropout
1,1,15,Journalism and Communication,1,1,1,1,20,2020,5,6,2,12,6,0,0,10.8,1.4,1.74,Dropout
1,1,3,Nursing,1,22,27,1,20,2019,5,7,0,0,7,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Nursing,1,13,14,1,21,2021,5,8,7,14.54,8,7,14.54,10.8,1.4,1.74,Graduate
1,1,1,Agronomy,14,1,14,1,19,2018,3,6,6,12.16666667,6,4,13,12.4,0.5,1.79,Graduate
1,1,1,Veterinary Nursing,1,1,1,1,31,2019,5,5,4,13.5,5,3,11.66666667,9.4,-0.8,-3.12,Dropout
1,1,8,Advertising and Marketing Management,1,1,27,1,21,2021,3,6,6,14.75,6,5,14.33333333,11.1,0.6,2.02,Graduate
1,1,6,Management,1,23,28,1,20,2022,3,5,5,12.375,5,5,11.66666667,13.9,-0.3,0.79,Graduate
1,1,1,Nursing,6,1,14,1,22,2018,5,7,6,12.73333333,7,6,12.73333333,7.6,2.6,0.32,Graduate
1,1,1,Communication Design,1,13,14,1,19,2021,3,6,4,12.5,6,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Equiniculture,1,1,1,1,41,2019,5,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,4,Nursing,12,19,24,1,27,2020,3,7,0,0,7,0,0,7.6,2.6,0.32,Dropout
1,1,13,Nursing,1,1,1,0,19,2021,5,7,7,13.44285714,8,7,13.77142857,13.9,-0.3,0.79,Dropout
1,1,1,Nursing,1,1,1,0,20,2020,3,8,8,14.2,8,8,14.2,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,6,23,27,0,19,2020,3,7,6,13.55,7,6,13.55,7.6,2.6,0.32,Graduate
2,0,18,Management (evening attendance),1,22,27,0,35,2020,5,5,5,11.6,5,5,11.16666667,15.5,2.8,-4.06,Graduate
1,1,19,Journalism and Communication,1,13,10,0,22,2020,5,6,6,13.57142857,6,6,15.28571429,13.9,-0.3,0.79,Graduate
1,1,8,Tourism,1,1,14,0,20,2018,3,6,6,13.83333333,6,6,15,11.1,0.6,2.02,Graduate
1,1,7,Advertising and Marketing Management,1,22,28,0,18,2022,3,6,4,11.25,6,4,10.85714286,10.8,1.4,1.74,Dropout
1,1,15,Social Service,1,22,27,0,18,2020,5,6,5,10.2,6,4,11.25,12.4,0.5,1.79,Graduate
1,1,13,Nursing,3,1,27,0,30,2021,3,8,7,15.67571429,8,7,15.67571429,10.8,1.4,1.74,Graduate
1,1,12,Social Service,1,23,28,0,18,2019,5,6,6,10.83333333,6,6,12,11.1,0.6,2.02,Graduate
1,1,18,Tourism,1,13,14,0,20,2022,3,6,6,14.5,6,5,15,12.4,0.5,1.79,Enrolled
1,1,5,Social Service,1,13,28,0,19,2022,5,6,4,10.4,6,4,10.75,12.4,0.5,1.79,Enrolled
1,1,5,Veterinary Nursing,1,23,28,0,19,2020,5,5,5,13,5,5,13.33333333,7.6,2.6,0.32,Graduate
1,1,15,Oral Hygiene,1,1,28,0,21,2018,3,7,7,12.24285714,8,8,14.125,15.5,2.8,-4.06,Graduate
1,1,1,Basic Education,1,1,14,0,21,2018,3,7,7,13,7,6,12.5,8.9,1.4,3.51,Enrolled
1,1,13,Advertising and Marketing Management,1,1,1,0,18,2022,5,6,6,14.16666667,6,6,13.42857143,8.9,1.4,3.51,Enrolled
1,1,1,Management,1,1,1,0,18,2020,3,5,4,14.25,5,4,12.5,12.7,3.7,-1.7,Graduate
4,1,2,Veterinary Nursing,1,22,27,0,35,2018,5,5,1,12,5,2,10.5,9.4,-0.8,-3.12,Dropout
1,1,1,Nursing,1,1,1,0,21,2019,5,7,4,13.25,7,5,13.82,11.1,0.6,2.02,Enrolled
1,1,1,Nursing,1,23,27,1,18,2022,3,7,6,13.18333333,7,6,13.18333333,7.6,2.6,0.32,Graduate
1,1,2,Communication Design,1,13,1,1,22,2019,3,6,1,11,6,0,0,9.4,-0.8,-3.12,Enrolled
1,1,8,Nursing,1,23,1,1,20,2021,3,7,7,11.9725,8,8,12.65125,15.5,2.8,-4.06,Graduate
2,1,1,Tourism,1,22,27,0,34,2022,3,6,5,12.4,6,5,12.8,9.4,-0.8,-3.12,Graduate
2,1,6,Management,3,22,27,0,33,2020,5,8,5,12.6,7,5,11.25,10.8,1.4,1.74,Enrolled
1,1,17,Nursing,1,22,28,0,22,2022,5,7,6,13.9,7,6,13.9,7.6,2.6,0.32,Graduate
1,1,19,Tourism,1,22,27,0,20,2021,5,6,4,11.5,6,3,11,7.6,2.6,0.32,Enrolled
2,1,21,Management,1,22,27,0,35,2022,3,5,4,14.2,5,4,11.85714286,10.8,1.4,1.74,Enrolled
2,1,11,Management,1,23,27,0,39,2021,3,5,3,10.66666667,5,3,10.66666667,9.4,-0.8,-3.12,Dropout
1,1,4,Nursing,1,23,27,0,19,2022,3,7,0,0,8,0,0,11.1,0.6,2.02,Dropout
4,1,21,Tourism,1,22,27,0,36,2019,5,6,6,11,6,3,11.33333333,10.8,1.4,1.74,Graduate
1,1,11,Nursing,1,22,27,0,21,2020,3,8,7,13.95714286,8,7,13.95714286,12.7,3.7,-1.7,Graduate
1,1,5,Social Service,1,3,28,0,22,2022,3,6,4,12.5,6,3,13.66666667,9.4,-0.8,-3.12,Enrolled
2,1,1,Social Service,1,23,28,0,42,2020,5,6,6,13.33333333,6,6,15.28571429,11.1,0.6,2.02,Graduate
1,1,13,Informatics Engineering,1,22,27,0,34,2022,3,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,5,Journalism and Communication,1,13,14,0,20,2022,5,6,6,11.66666667,6,5,11.6,7.6,2.6,0.32,Enrolled
2,0,1,Social Service (evening attendance),14,22,14,0,33,2020,5,6,6,15.71428571,6,6,15.5,13.9,-0.3,0.79,Graduate
1,1,19,Tourism,1,1,14,0,20,2020,3,6,5,11,6,5,11.4,13.9,-0.3,0.79,Graduate
1,1,1,Advertising and Marketing Management,1,15,21,0,19,2018,3,5,4,12.25,5,4,12.75,7.6,2.6,0.32,Graduate
2,0,1,Management (evening attendance),3,22,14,0,34,2022,5,10,5,12.2,9,8,12.22222222,16.2,0.3,-0.92,Dropout
1,1,1,Management,1,22,27,0,18,2019,5,5,5,13,5,5,14,7.6,2.6,0.32,Graduate
1,0,10,Social Service (evening attendance),1,23,27,0,24,2021,5,6,4,12,6,6,13,10.8,1.4,1.74,Graduate
1,1,18,Basic Education,1,13,10,0,18,2018,5,6,6,13.33333333,6,6,12.33333333,7.6,2.6,0.32,Graduate
1,1,1,Advertising and Marketing Management,1,22,27,0,20,2020,5,5,3,13,5,3,13,7.6,2.6,0.32,Enrolled
1,1,6,Nursing,1,1,1,0,21,2022,3,8,7,12.91,8,7,12.91,10.8,1.4,1.74,Graduate
1,1,21,Social Service,1,23,1,0,19,2021,5,6,6,11,6,3,11,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,23,14,0,19,2018,3,7,6,13.58,8,8,12.93625,15.5,2.8,-4.06,Graduate
1,1,1,Social Service,1,13,14,0,18,2021,3,6,4,12.4,6,6,12.5,12.4,0.5,1.79,Graduate
4,0,1,Social Service (evening attendance),1,22,27,0,38,2019,5,9,8,12.88888889,7,7,13,13.9,-0.3,0.79,Graduate
1,1,2,Animation and Multimedia Design,1,13,14,1,21,2021,5,12,11,11.54545455,11,9,11.7,8.9,1.4,3.51,Enrolled
1,1,3,Management,1,1,5,1,23,2018,5,5,1,10,5,0,0,15.5,2.8,-4.06,Enrolled
1,1,1,Nursing,1,13,1,0,19,2018,3,8,8,14.34125,8,8,14.34125,9.4,-0.8,-3.12,Graduate
1,1,11,Journalism and Communication,1,23,27,0,18,2021,3,6,6,14.14285714,6,5,12,13.9,-0.3,0.79,Dropout
1,1,13,Animation and Multimedia Design,1,13,27,0,18,2021,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,1,16,Agronomy,1,13,14,0,24,2022,5,6,5,11.8,6,4,11.25,12.4,0.5,1.79,Enrolled
1,1,5,Journalism and Communication,1,1,1,0,18,2018,5,6,6,13.33333333,6,6,14.16666667,12.7,3.7,-1.7,Graduate
1,1,6,Equiniculture,1,3,1,0,18,2021,5,6,6,14.5,6,6,12.85714286,13.9,-0.3,0.79,Graduate
1,0,17,Management (evening attendance),15,13,14,0,26,2021,5,10,8,12.66666667,10,10,13.4,11.1,0.6,2.02,Graduate
1,1,7,Management,1,13,14,0,19,2022,3,5,1,10,5,2,10,12.4,0.5,1.79,Enrolled
1,1,1,Advertising and Marketing Management,1,23,28,0,19,2018,3,6,0,0,6,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Tourism,1,23,27,0,19,2020,3,6,4,11,6,4,12.5,16.2,0.3,-0.92,Enrolled
1,1,1,Equiniculture,1,22,27,0,20,2018,3,5,2,12,5,4,11,9.4,-0.8,-3.12,Dropout
1,1,1,Tourism,1,13,14,0,22,2020,5,6,4,10,6,2,13.5,9.4,-0.8,-3.12,Enrolled
1,1,7,Nursing,1,13,1,0,19,2020,5,7,7,14.20857143,8,8,15.12777778,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,3,1,0,20,2019,5,7,7,14.30714286,8,8,15.0125,12.4,0.5,1.79,Graduate
2,1,1,Management,1,22,27,0,36,2019,5,5,3,11,5,4,13.375,10.8,1.4,1.74,Enrolled
1,1,17,Basic Education,12,13,4,0,29,2019,5,7,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,1,1,Social Service,1,3,3,0,19,2022,5,6,6,12,6,4,11,12.7,3.7,-1.7,Graduate
5,1,1,Management,1,1,1,0,24,2021,5,5,0,0,5,0,0,13.9,-0.3,0.79,Dropout
5,1,1,Agronomy,1,1,1,0,27,2018,5,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,11,Journalism and Communication,1,22,27,0,18,2021,3,6,6,13.85714286,6,6,14.28571429,13.9,-0.3,0.79,Graduate
1,1,1,Animation and Multimedia Design,1,3,1,0,18,2021,3,0,0,0,0,0,0,15.5,2.8,-4.06,Graduate
1,1,1,Oral Hygiene,1,23,27,0,21,2021,3,7,0,0,7,0,0,12.7,3.7,-1.7,Dropout
2,1,12,Advertising and Marketing Management,1,22,14,0,43,2019,5,6,5,11,6,5,13,12.4,0.5,1.79,Graduate
1,1,1,Management,1,1,14,0,18,2020,5,5,5,13.2,5,5,14.4,16.2,0.3,-0.92,Graduate
1,1,15,Veterinary Nursing,1,22,27,0,21,2019,5,6,6,13.5,6,3,15.33333333,8.9,1.4,3.51,Dropout
1,1,15,Management,3,6,19,0,26,2021,3,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,5,Nursing,1,1,14,0,19,2021,5,8,7,14.21428571,8,7,14.21428571,12.7,3.7,-1.7,Graduate
1,1,8,Veterinary Nursing,1,22,9,0,18,2019,5,5,5,13,5,5,12.4,7.6,2.6,0.32,Graduate
1,1,1,Journalism and Communication,1,3,2,0,22,2019,3,6,2,12,6,1,10,9.4,-0.8,-3.12,Dropout
1,1,16,Nursing,12,1,14,0,27,2018,3,7,0,0,8,0,0,11.1,0.6,2.02,Dropout
1,1,17,Management,1,23,14,0,18,2019,5,5,5,12.8,5,5,12.6,9.4,-0.8,-3.12,Graduate
1,1,1,Veterinary Nursing,1,22,28,0,19,2018,3,5,4,13.6,5,4,12.2,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,13,14,0,18,2021,3,7,7,13.97142857,8,8,15.75,13.9,-0.3,0.79,Graduate
1,1,1,Veterinary Nursing,1,23,27,0,19,2018,5,6,6,15,6,6,14.85714286,11.1,0.6,2.02,Graduate
1,1,1,Veterinary Nursing,1,22,27,0,32,2021,3,6,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,1,20,Nursing,1,22,1,0,23,2022,5,26,26,15.07777778,17,17,15.02352941,15.5,2.8,-4.06,Graduate
1,1,5,Nursing,1,22,27,0,20,2019,5,7,6,13.38333333,7,6,13.38333333,7.6,2.6,0.32,Graduate
1,1,1,Animation and Multimedia Design,1,13,28,0,20,2021,3,12,12,13.25,11,10,13.09090909,8.9,1.4,3.51,Graduate
1,1,1,Social Service,1,13,14,0,19,2020,5,6,5,11.71428571,6,2,10.66666667,16.2,0.3,-0.92,Dropout
1,1,7,Nursing,1,13,14,0,18,2021,5,8,8,13.01125,8,8,13.01125,9.4,-0.8,-3.12,Graduate
1,1,1,Agronomy,14,13,14,0,21,2022,3,6,3,10.66666667,6,4,12,15.5,2.8,-4.06,Dropout
1,1,21,Nursing,1,1,14,0,20,2022,5,7,0,0,7,0,0,11.1,0.6,2.02,Enrolled
1,1,1,Veterinary Nursing,14,3,14,0,22,2022,5,6,6,13,6,3,12.66666667,12.4,0.5,1.79,Graduate
1,0,12,Management (evening attendance),14,22,27,0,26,2018,5,5,5,12,5,5,11.4,12.7,3.7,-1.7,Graduate
1,1,1,Communication Design,1,22,27,0,20,2021,3,6,6,12.16666667,6,5,13.8,12.7,3.7,-1.7,Graduate
1,1,20,Nursing,1,13,28,0,19,2022,5,7,6,11.85,8,7,13.65,16.2,0.3,-0.92,Graduate
1,0,1,Management (evening attendance),1,22,27,0,31,2019,3,5,4,11,5,5,11.2,7.6,2.6,0.32,Graduate
1,1,1,Nursing,1,1,14,0,20,2021,3,7,7,12.32777778,8,8,11.736,15.5,2.8,-4.06,Graduate
1,1,17,Veterinary Nursing,1,13,28,0,20,2018,5,5,4,12,5,5,13.42857143,10.8,1.4,1.74,Graduate
1,1,19,Nursing,1,22,27,0,21,2019,5,7,7,14.42857143,8,8,14.51111111,16.2,0.3,-0.92,Graduate
1,1,1,Nursing,1,13,14,0,18,2021,3,7,7,13.78,8,8,12.6125,12.4,0.5,1.79,Graduate
1,1,13,Nursing,1,22,1,0,19,2020,5,7,6,13.8,7,6,13.8,7.6,2.6,0.32,Graduate
1,1,18,Basic Education,1,13,14,0,18,2021,5,7,7,14.85714286,7,7,15.14285714,13.9,-0.3,0.79,Graduate
4,1,1,Journalism and Communication,13,13,14,0,40,2018,5,6,5,13,6,5,12.6,16.2,0.3,-0.92,Enrolled
1,1,11,Social Service,1,1,28,0,18,2022,3,6,6,12.14285714,6,6,13.33333333,13.9,-0.3,0.79,Graduate
1,1,20,Veterinary Nursing,1,25,4,0,18,2021,5,6,6,15.66666667,6,6,14.83333333,8.9,1.4,3.51,Graduate
1,1,12,Nursing,1,1,14,0,19,2019,3,7,5,12.5,8,7,12.16666667,15.5,2.8,-4.06,Graduate
1,1,11,Social Service,1,23,28,0,19,2019,5,6,6,12.83333333,6,6,13.16666667,12.4,0.5,1.79,Graduate
1,1,1,Agronomy,1,23,28,0,28,2021,3,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,1,Communication Design,1,22,28,0,20,2022,3,6,6,12.5,6,6,12.66666667,7.6,2.6,0.32,Graduate
1,1,2,Journalism and Communication,1,22,27,0,18,2018,5,6,4,11.25,6,5,13,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,1,1,0,18,2020,5,7,6,15.25,7,6,15.25,7.6,2.6,0.32,Graduate
1,1,1,Veterinary Nursing,1,13,27,0,20,2021,5,5,5,14,5,3,12,9.4,-0.8,-3.12,Graduate
1,1,13,Social Service,1,23,14,0,28,2019,3,16,13,12.07692308,13,11,12.09090909,16.2,0.3,-0.92,Graduate
1,1,5,Basic Education,1,28,1,0,23,2022,5,16,16,14.625,10,9,14.88888889,8.9,1.4,3.51,Graduate
1,1,1,Basic Education,1,13,27,0,19,2018,3,7,4,10.5,7,2,10.5,16.2,0.3,-0.92,Dropout
1,1,1,Social Service,1,23,14,0,18,2020,3,6,6,12.83333333,6,6,12.16666667,8.9,1.4,3.51,Graduate
1,1,1,Journalism and Communication,1,22,27,0,20,2022,5,6,6,12.5,6,5,11.8,10.8,1.4,1.74,Graduate
1,1,4,Animation and Multimedia Design,1,3,1,0,20,2022,3,12,12,11.23076923,11,9,12.77777778,11.1,0.6,2.02,Graduate
2,0,17,Management (evening attendance),1,22,27,0,27,2018,3,5,2,10.5,5,0,0,7.6,2.6,0.32,Dropout
1,1,9,Basic Education,1,1,1,0,18,2019,5,6,3,12,6,2,12,12.7,3.7,-1.7,Dropout
4,1,21,Oral Hygiene,12,13,14,0,37,2022,3,7,7,10.98571429,8,8,12.3,10.8,1.4,1.74,Graduate
4,1,1,Nursing,15,13,14,0,42,2021,3,7,5,12.62,7,3,14.16666667,12.4,0.5,1.79,Dropout
1,1,1,Nursing,1,1,28,0,20,2021,5,7,6,13,8,8,14.2125,13.9,-0.3,0.79,Dropout
2,1,1,Informatics Engineering,1,19,24,1,34,2022,5,5,0,0,5,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Informatics Engineering,1,3,3,1,22,2021,5,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
2,1,6,Tourism,12,13,14,1,39,2022,3,6,6,13.5,6,6,13.33333333,12.4,0.5,1.79,Graduate
1,1,1,Nursing,1,22,27,1,18,2020,3,7,6,13.51666667,7,6,13.51666667,7.6,2.6,0.32,Graduate
1,1,16,Communication Design,1,22,27,1,21,2020,3,6,6,13.16666667,6,6,13.28571429,8.9,1.4,3.51,Graduate
2,1,1,Veterinary Nursing,1,22,27,1,34,2021,3,6,0,0,6,0,0,10.8,1.4,1.74,Dropout
1,1,1,Agronomy,14,22,27,1,22,2021,3,6,6,13.125,6,6,13,16.2,0.3,-0.92,Graduate
1,1,1,Agronomy,1,1,27,1,31,2018,3,6,3,14.4,6,0,0,16.2,0.3,-0.92,Dropout
1,1,19,Basic Education,1,23,27,1,19,2021,5,6,4,12,6,0,0,10.8,1.4,1.74,Dropout
1,1,1,Tourism,1,23,1,1,19,2021,3,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,1,Oral Hygiene,12,22,27,1,31,2021,3,7,0,0,7,0,0,15.5,2.8,-4.06,Dropout
1,1,13,Management,1,13,28,0,19,2020,5,5,3,10.8,5,3,10.5,13.9,-0.3,0.79,Enrolled
2,1,1,Advertising and Marketing Management,1,22,14,0,30,2019,3,6,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
1,1,8,Nursing,1,22,28,0,20,2022,5,7,7,16.13142857,8,8,15.52222222,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,13,28,0,18,2018,3,7,7,14.83857143,8,8,14.8,12.4,0.5,1.79,Graduate
4,0,16,Management (evening attendance),1,22,27,0,31,2019,3,5,3,10.33333333,5,3,12,10.8,1.4,1.74,Dropout
1,1,16,Tourism,1,13,1,0,19,2018,3,6,3,12,6,4,11.25,7.6,2.6,0.32,Dropout
4,0,1,Social Service (evening attendance),1,22,27,0,43,2020,5,6,0,0,5,0,0,8.9,1.4,3.51,Dropout
1,1,1,Tourism,1,23,28,0,20,2019,3,6,6,13.16666667,6,6,14,13.9,-0.3,0.79,Graduate
1,1,10,Nursing,1,1,1,0,19,2018,3,8,8,13.9475,8,8,13.9475,9.4,-0.8,-3.12,Graduate
1,1,16,Advertising and Marketing Management,1,3,1,0,22,2019,5,5,3,11.33333333,5,0,0,9.4,-0.8,-3.12,Dropout
1,0,1,Social Service (evening attendance),1,3,1,0,26,2020,5,8,7,12.75,7,7,12.28571429,16.2,0.3,-0.92,Graduate
1,1,1,Management,1,13,14,0,19,2019,3,5,5,12.6,5,5,11.25,10.8,1.4,1.74,Graduate
1,1,15,Nursing,3,13,3,0,29,2022,3,8,6,12.25,8,6,12.25,12.7,3.7,-1.7,Dropout
1,1,1,Oral Hygiene,1,3,14,0,20,2022,5,7,0,0,7,2,11.66666667,8.9,1.4,3.51,Enrolled
4,0,1,Management (evening attendance),1,22,27,0,38,2020,5,5,5,11,5,5,11.4,9.4,-0.8,-3.12,Enrolled
1,1,1,Agronomy,1,22,27,0,41,2022,5,12,12,11.83333333,12,9,12.7,15.5,2.8,-4.06,Graduate
1,1,1,Nursing,1,13,28,0,19,2021,3,8,6,13.06666667,8,6,13.06666667,12.7,3.7,-1.7,Dropout
1,1,1,Communication Design,1,1,28,0,19,2019,3,6,6,13.83333333,6,6,13.875,10.8,1.4,1.74,Graduate
4,1,4,Nursing,3,3,14,0,43,2019,3,7,3,13.83333333,7,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Equiniculture,1,23,27,0,19,2021,5,5,5,11.8,5,5,13.2,10.8,1.4,1.74,Graduate
1,1,10,Animation and Multimedia Design,1,13,28,1,19,2019,3,12,12,13.33333333,11,10,12.81818182,8.9,1.4,3.51,Enrolled
1,1,14,Nursing,1,2,14,1,18,2022,3,8,8,13.74625,8,8,13.74625,9.4,-0.8,-3.12,Graduate
1,1,3,Animation and Multimedia Design,1,3,3,1,19,2020,5,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
2,0,1,Social Service (evening attendance),12,19,24,1,38,2019,5,6,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
2,1,1,Equiniculture,2,13,14,1,37,2019,5,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Advertising and Marketing Management,1,1,14,0,26,2022,5,6,6,13.33333333,6,5,14.5,10.8,1.4,1.74,Graduate
1,1,12,Social Service,1,22,27,0,21,2022,5,6,1,10,6,5,11.4,12.7,3.7,-1.7,Enrolled
1,1,1,Veterinary Nursing,1,1,14,0,18,2018,5,6,6,15.66666667,6,6,15.28571429,8.9,1.4,3.51,Graduate
1,1,20,Basic Education,1,3,14,0,18,2020,3,7,7,11.85714286,7,7,11.85714286,16.2,0.3,-0.92,Graduate
1,1,11,Veterinary Nursing,1,3,1,0,18,2020,5,5,5,14.5,5,5,13.6,9.4,-0.8,-3.12,Graduate
1,1,1,Social Service,1,23,1,0,19,2022,5,6,6,12.16666667,6,6,13.71428571,15.5,2.8,-4.06,Graduate
1,1,1,Journalism and Communication,1,13,14,0,18,2020,3,6,5,12.6,6,6,12,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,2,28,0,18,2022,5,8,7,12.28571429,8,7,12.28571429,12.7,3.7,-1.7,Enrolled
1,1,1,Social Service,1,23,28,0,19,2018,5,6,6,12.66666667,6,6,13,8.9,1.4,3.51,Graduate
1,1,1,Nursing,1,13,28,0,19,2019,5,7,0,0,8,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Tourism,1,13,1,0,18,2019,5,6,6,12.85714286,6,4,13,12.7,3.7,-1.7,Graduate
2,1,1,Nursing,1,1,1,0,18,2022,5,8,7,13.9,8,7,13.9,12.7,3.7,-1.7,Graduate
1,1,15,Nursing,1,23,27,0,20,2020,5,8,7,13.81714286,8,7,13.81714286,10.8,1.4,1.74,Graduate
1,1,1,Oral Hygiene,16,1,14,0,22,2020,5,7,6,13.31428571,8,7,12.875,8.9,1.4,3.51,Graduate
1,1,9,Equiniculture,1,19,1,0,18,2020,5,6,0,0,6,0,0,7.6,2.6,0.32,Dropout
1,1,1,Tourism,1,23,14,0,19,2022,3,6,6,12.16666667,6,6,12.16666667,12.4,0.5,1.79,Graduate
1,1,1,Tourism,1,22,27,0,20,2019,3,6,4,11.25,6,3,11.33333333,7.6,2.6,0.32,Dropout
1,1,1,Communication Design,1,2,3,0,19,2020,3,6,5,12.4,6,6,12.75,10.8,1.4,1.74,Enrolled
1,1,3,Journalism and Communication,1,22,27,0,20,2019,3,6,6,14.66666667,6,6,14.57142857,8.9,1.4,3.51,Graduate
1,1,13,Veterinary Nursing,1,3,14,0,28,2022,5,6,4,12,6,4,12,11.1,0.6,2.02,Dropout
1,1,8,Veterinary Nursing,1,1,1,0,19,2019,5,6,6,14,6,3,12.66666667,12.4,0.5,1.79,Graduate
1,1,10,Agronomy,14,13,1,0,22,2018,3,6,6,12.57142857,6,4,13.66666667,15.5,2.8,-4.06,Enrolled
1,1,20,Veterinary Nursing,1,1,3,0,19,2019,3,6,6,15.53846154,6,6,12.625,15.5,2.8,-4.06,Graduate
1,1,8,Journalism and Communication,1,13,14,0,18,2020,5,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,20,Equiniculture,1,5,33,0,18,2022,3,6,6,15,6,6,14.83333333,8.9,1.4,3.51,Graduate
1,1,11,Equiniculture,1,2,1,0,22,2020,3,5,4,12.25,5,5,13.28571429,12.7,3.7,-1.7,Graduate
1,1,18,Veterinary Nursing,16,1,14,0,20,2021,5,11,11,15.69230769,9,9,15.55555556,8.9,1.4,3.51,Graduate
1,0,1,Management (evening attendance),1,1,27,0,24,2018,3,5,5,12.28571429,5,5,12.75,16.2,0.3,-0.92,Graduate
1,1,1,Animation and Multimedia Design,1,1,28,0,22,2020,5,17,12,11.83333333,17,11,11.25,11.1,0.6,2.02,Enrolled
1,0,20,Social Service (evening attendance),1,23,14,0,20,2021,5,6,6,12.16666667,6,5,14,12.7,3.7,-1.7,Enrolled
1,1,2,Oral Hygiene,1,13,28,0,20,2020,5,7,7,11.88888889,8,8,11.95625,12.7,3.7,-1.7,Graduate
2,0,1,Social Service (evening attendance),3,23,1,0,35,2022,3,6,0,0,6,0,0,10.8,1.4,1.74,Dropout
1,1,1,Advertising and Marketing Management,1,1,1,0,18,2021,5,5,5,11.8,5,5,12.6,9.4,-0.8,-3.12,Graduate
1,1,18,Social Service,1,2,3,0,19,2020,3,6,6,11.16666667,6,6,11.66666667,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,3,3,0,18,2020,3,7,7,14.05714286,8,8,14.6,16.2,0.3,-0.92,Graduate
1,1,20,Tourism,1,1,28,0,18,2020,5,6,4,11.75,6,4,10,7.6,2.6,0.32,Dropout
2,1,1,Social Service,12,1,2,0,31,2022,3,6,6,13.16666667,6,6,13,9.4,-0.8,-3.12,Enrolled
1,1,1,Social Service,1,13,14,0,19,2022,3,6,6,13.5,6,6,14,15.5,2.8,-4.06,Graduate
1,1,17,Nursing,1,23,27,0,20,2021,3,7,7,12.625,8,8,13.0625,15.5,2.8,-4.06,Graduate
